,E_grid,E_DG,Q_prod,T_amb,GHI,E_total
2024-01-03 04:00:00,31.715365804554185,0.0,0.0,29.733026805676804,0.0,31.715365804554185
2024-01-03 05:00:00,44.029158030926084,0.0,0.0,28.797575450709143,0.0,44.029158030926084
2024-01-03 06:00:00,201.2399980725873,0.0,50.59662100940635,27.939438701070735,0.0,201.2399980725873
2024-01-03 07:00:00,377.38833231861935,19.03980069250651,145.46392221264747,28.48560316329759,216.32028475968787,396.42813301112585
2024-01-03 08:00:00,335.9056202588015,33.194601548564705,140.81212035295044,27.1175667585129,307.96196602341627,369.1002218073662
2024-01-03 09:00:00,314.04432832581074,49.9207836047278,131.86875145405537,26.491539912823846,452.45966034763103,363.96511193053857
2024-01-03 10:00:00,255.82566126007924,73.8535675732527,130.30650691025542,25.067779655770135,678.7158339157239,329.67922883333193
2024-01-03 11:00:00,281.46870806199036,77.93359244965313,137.35943211563273,24.845822897237532,689.092239830792,359.4023005116435
2024-01-03 12:00:00,221.95787434927541,96.62218820168873,110.22209259212414,23.238437905704565,867.4453206351754,318.58006255096416
2024-01-03 13:00:00,156.86585641165647,82.92583758568101,74.86206771543473,23.394242112169845,718.4345212893502,239.79169399733746
2024-01-03 14:00:00,124.19595209409184,64.80763625098967,47.16841078971453,23.337213771210422,537.548086418575,189.0035883450815
2024-01-03 15:00:00,307.8850120617678,58.75045348642305,135.16001641341248,24.00417008764993,474.72486538719863,366.63546554819084
2024-01-03 16:00:00,336.7270577447544,36.38584407399135,149.69634921894004,23.822019620548748,279.37801160726906,373.11290181874574
2024-01-03 17:00:00,345.1180772084242,28.962946748553072,141.44164271295253,23.906057408703035,194.09820077854786,374.0810239569773
2024-01-03 18:00:00,338.6786292017053,2.0049947066325202e-15,128.0947774305602,24.97572393318424,9.22666297076781e-14,338.6786292017053
2024-01-03 19:00:00,341.19982570311976,0.0,125.46094260894776,24.949613754635113,0.0,341.19982570311976
2024-01-03 20:00:00,347.27989537709504,0.0,124.8228036245915,25.53320264708892,0.0,347.27989537709504
2024-01-03 21:00:00,284.52209143515023,0.0,97.19689870079442,28.01522435663702,0.0,284.52209143515023
2024-01-03 22:00:00,33.41353090643664,0.0,0.0,28.256315070570885,0.0,33.41353090643664
2024-01-03 23:00:00,39.16854969482585,0.0,0.0,29.037852098386836,0.0,39.16854969482585
2024-01-04 00:00:00,38.581905679386125,0.0,0.0,32.314955325948276,0.0,38.581905679386125
2024-01-04 01:00:00,34.76716319544039,0.0,0.0,32.94763865755346,0.0,34.76716319544039
2024-01-04 02:00:00,33.66929381533231,0.0,0.0,32.63563705043322,0.0,33.66929381533231
2024-01-04 03:00:00,30.25154452111226,0.0,0.0,33.21316988014007,0.0,30.25154452111226
2024-01-04 04:00:00,35.76423870610297,0.0,0.0,32.150826553293605,0.0,35.76423870610297
2024-01-04 05:00:00,35.97970449952491,0.0,0.0,31.494373538962343,0.0,35.97970449952491
2024-01-04 06:00:00,219.7365075106182,0.0,54.36753640115038,30.73858748427173,0.0,219.7365075106182
2024-01-04 07:00:00,359.07605846700056,17.919472343055975,137.69663769389948,29.131511949811443,205.51952407762653,376.99553081005655
2024-01-04 08:00:00,292.4146223619766,32.57877872479062,106.49975005024133,29.346392375839493,304.4435486050951,324.9934010867672
2024-01-04 09:00:00,280.4947401909964,51.231843962490096,119.05732911068523,26.739793405152962,471.2339235630001,331.7265841534865
2024-01-04 10:00:00,273.2183906768247,80.07900650741288,134.40361209475338,26.82526664438154,738.1736743044429,353.2973971842376
2024-01-04 11:00:00,279.7732000997329,77.14564737017466,128.2748120608338,26.40498451415032,692.855828242288,356.9188474699075
2024-01-04 12:00:00,279.8598523935862,91.35286263552997,136.79628408296546,25.44242299806721,800.9596399756977,371.21271502911617
2024-01-04 13:00:00,170.01911292868039,83.89529317794008,81.97101885522325,25.26177471947128,729.4035599555199,253.91440610662045
2024-01-04 14:00:00,135.74386524024155,75.33552368420513,57.24244213391,26.288080856133043,631.4612991806792,211.07938892444668
2024-01-04 15:00:00,245.99907943794886,72.22304437803113,109.76631784011684,26.03966462389853,594.5199289912318,318.22212381598
2024-01-04 16:00:00,279.1760291720914,46.820761475761,120.07941412632267,25.494390319370524,359.56972565603024,325.9967906478524
2024-01-04 17:00:00,334.5953860502405,22.50639673800951,133.65523357274753,26.158736083380326,155.7545645411408,357.10178278825003
2024-01-04 18:00:00,341.29960385908936,2.452195524003462e-15,126.26005668772476,26.479891098743508,8.279583200952764e-14,341.29960385908936
2024-01-04 19:00:00,357.4892162290007,0.0,130.81125259155706,28.315023308163674,0.0,357.4892162290007
2024-01-04 20:00:00,361.2600242667482,0.0,136.47187018813537,28.743521847814193,0.0,361.2600242667482
2024-01-04 21:00:00,250.496509516842,0.0,74.96604239907299,28.79102649543098,0.0,250.496509516842
2024-01-04 22:00:00,36.44734571961309,0.0,0.0,30.668784868924458,0.0,36.44734571961309
2024-01-04 23:00:00,33.0908125349725,0.0,0.0,31.56275624897326,0.0,33.0908125349725
2024-01-05 00:00:00,40.22625726306833,0.0,0.0,30.02163497554792,0.0,40.22625726306833
2024-01-05 01:00:00,38.23385248055856,0.0,0.0,29.85303857043821,0.0,38.23385248055856
2024-01-05 02:00:00,35.64169883696217,0.0,0.0,29.822639994321666,0.0,35.64169883696217
2024-01-05 03:00:00,34.254429023162956,0.0,0.0,30.882848307971358,0.0,34.254429023162956
2024-01-05 04:00:00,32.62633192137038,0.0,0.0,29.54335756701017,0.0,32.62633192137038
2024-01-05 05:00:00,37.118356209185336,0.0,0.0,29.34363022566674,0.0,37.118356209185336
2024-01-05 06:00:00,212.42936367083647,0.0,55.03825866200397,27.989205754026727,0.0,212.42936367083647
2024-01-05 07:00:00,377.40120459218457,16.890174906187212,142.34379117315441,27.759797059391595,194.32888659965002,394.2913794983718
2024-01-05 08:00:00,338.64916382750255,40.76030688300061,135.87856741932274,25.781161079512806,395.6292168217773,379.4094707105032
2024-01-05 09:00:00,322.3320178203404,54.708131483456015,144.72982502076846,25.372075144996717,508.10181494525085,377.0401493037964
2024-01-05 10:00:00,238.7921823327468,66.87739001122073,105.66529132033195,24.15483845600183,600.5582613282664,305.6695723439675
2024-01-05 11:00:00,276.99495296699604,77.26498537961305,127.08852813841348,23.73161518062721,685.0030817567149,354.2599383466091
2024-01-05 12:00:00,288.6125796511064,82.50215753675307,147.0464672701987,24.103121682584856,732.3783854667513,371.1147371878595
2024-01-05 13:00:00,157.92813565463808,78.08573550414981,73.99874010893878,22.82207223905127,668.6140280656145,236.01387115878788
2024-01-05 14:00:00,132.25534559450514,81.76830411718763,48.599681077917715,23.3681036384519,686.7068006483652,214.02364971169277
2024-01-05 15:00:00,295.0167505331957,72.54888682697681,133.29537943627807,23.886867774731638,591.1996599248921,367.5656373601725
2024-01-05 16:00:00,317.77189508614094,43.51068087509705,134.7661930845161,23.464098005667662,330.0023575339578,361.28257596123797
2024-01-05 17:00:00,312.3121072991067,30.388195204146694,127.78159145077231,24.53098539409008,202.53469435312934,342.7003025032534
2024-01-05 18:00:00,396.4818785342652,2.037482348625132e-15,159.88824676559688,25.024518554784194,9.355187918899421e-14,396.4818785342652
2024-01-05 19:00:00,366.88536490647823,0.0,138.86762517633906,25.6613273831478,0.0,366.88536490647823
2024-01-05 20:00:00,339.5596522614542,0.0,122.81108110494682,26.88413337037332,0.0,339.5596522614542
2024-01-05 21:00:00,241.63052287918055,0.0,69.33998975274453,28.334811278569607,0.0,241.63052287918055
2024-01-05 22:00:00,37.670239226565585,0.0,0.0,27.94034111946058,0.0,37.670239226565585
2024-01-05 23:00:00,37.494921314820495,0.0,0.0,28.504248859779736,0.0,37.494921314820495
2024-01-06 00:00:00,35.722223154155955,0.0,0.0,27.89092841784257,0.0,35.722223154155955
2024-01-06 01:00:00,29.76620274318195,0.0,0.0,29.24675115430472,0.0,29.76620274318195
2024-01-06 02:00:00,39.8133097136272,0.0,0.0,29.433480588988882,0.0,39.8133097136272
2024-01-06 03:00:00,38.6093642522235,0.0,0.0,28.481018702769475,0.0,38.6093642522235
2024-01-06 04:00:00,35.21111862501728,0.0,0.0,27.33187891595057,0.0,35.21111862501728
2024-01-06 05:00:00,39.4648463988525,0.0,0.0,27.50629214161608,0.0,39.4648463988525
2024-01-06 06:00:00,59.32515042481491,0.0,0.0,27.392723866328204,0.0,59.32515042481491
2024-01-06 07:00:00,39.40889554982494,17.73992432880752,0.0,26.241301865792114,204.54216696493563,57.14881987863246
2024-01-06 08:00:00,19.47407479085217,35.24081381453442,0.0,25.45897065080239,338.08632514993565,54.71488860538659
2024-01-06 09:00:00,7.645830401560552,48.97602433847574,0.0,24.201257910428083,439.2490658971454,56.62185474003629
2024-01-06 10:00:00,0.0,81.80111330685764,0.0,24.125841339779587,754.3187602622692,81.80111330685764
2024-01-06 11:00:00,0.0,78.73177631112792,0.0,23.065518944149108,699.8156403996958,78.73177631112792
2024-01-06 12:00:00,0.0,88.25568141811652,0.0,22.63093960036107,764.74196147103,88.25568141811652
2024-01-06 13:00:00,0.0,78.65802346841721,0.0,22.06758922692631,670.3452465871078,78.65802346841721
2024-01-06 14:00:00,0.0,72.57099285725134,0.0,22.130980859230128,599.466577913353,72.57099285725134
2024-01-06 15:00:00,0.0,69.61685077930342,0.0,22.217342229503448,555.8922877001087,69.61685077930342
2024-01-06 16:00:00,6.325000835524456,49.333113614031255,0.0,21.873670550111278,371.95710546849074,55.65811444955571
2024-01-06 17:00:00,25.79513658191913,32.63922388458124,0.0,23.080454590959356,214.32491269031215,58.43436046650037
2024-01-06 18:00:00,61.34535810600125,2.2327157804701557e-15,0.0,24.014550863397965,1.0210553890028037e-13,61.34535810600125
2024-01-06 19:00:00,59.612430499380366,0.0,0.0,25.040500852663303,0.0,59.612430499380366
2024-01-06 20:00:00,62.46439701699085,0.0,0.0,25.576850351566563,0.0,62.46439701699085
2024-01-06 21:00:00,66.38721953561789,0.0,0.0,25.79203817591776,0.0,66.38721953561789
2024-01-06 22:00:00,46.210136715116846,0.0,0.0,26.713138112637704,0.0,46.210136715116846
2024-01-06 23:00:00,36.32917413874478,0.0,0.0,27.626096470951154,0.0,36.32917413874478
2024-01-07 00:00:00,20.916146944570635,0.0,0.0,29.564953106407216,0.0,20.916146944570635
2024-01-07 01:00:00,12.314439046388788,0.0,0.0,29.75875458045136,0.0,12.314439046388788
2024-01-07 02:00:00,18.122706887524608,0.0,0.0,29.377266206277962,0.0,18.122706887524608
2024-01-07 03:00:00,17.990994440516026,0.0,0.0,29.25501261394763,0.0,17.990994440516026
2024-01-07 04:00:00,22.045697836859304,0.0,0.0,28.42096026488561,0.0,22.045697836859304
2024-01-07 05:00:00,15.311617542668742,0.0,0.0,27.354268511312327,0.0,15.311617542668742
2024-01-07 06:00:00,19.376441946348532,0.0,0.0,28.123241327615954,0.0,19.376441946348532
2024-01-07 07:00:00,4.003476728483463,16.047880488480025,0.0,28.50511408452367,186.43171516663955,20.05135721696349
2024-01-07 08:00:00,0.0,36.32118554587227,0.0,27.337522000989132,353.84600021127164,36.32118554587227
2024-01-07 09:00:00,0.0,57.499820103545574,0.0,25.044149875173108,536.5282442193272,57.499820103545574
2024-01-07 10:00:00,0.0,69.00637273933765,0.0,24.764083887788722,621.5294904814492,69.00637273933765
2024-01-07 11:00:00,0.0,79.66065048248436,0.0,23.23196874991542,708.6272334464011,79.66065048248436
2024-01-07 12:00:00,0.0,84.77987594484655,0.0,22.75198856041882,742.834372441075,84.77987594484655
2024-01-07 13:00:00,0.0,77.87890102395967,0.0,22.45965554826649,661.9754685550297,77.87890102395967
2024-01-07 14:00:00,0.0,80.78908951114562,0.0,22.826382896872502,673.1638873939999,80.78908951114562
2024-01-07 15:00:00,0.0,81.849279566401,0.0,22.96716204197569,671.7514421272202,81.849279566401
2024-01-07 16:00:00,0.0,39.839015648480085,0.0,23.53439431125131,300.90494309377516,39.839015648480085
2024-01-07 17:00:00,0.0,29.940231544790535,0.0,24.295866699792644,197.0870334682626,29.940231544790535
2024-01-07 18:00:00,15.129050889755023,2.4348116881816037e-15,0.0,24.52069177739584,8.316410155465943e-14,15.129050889755025
2024-01-07 19:00:00,18.91812893417238,0.0,0.0,25.55136656656591,0.0,18.91812893417238
2024-01-07 20:00:00,16.621534079179312,0.0,0.0,25.892225985748315,0.0,16.621534079179312
2024-01-07 21:00:00,11.958157323452028,0.0,0.0,26.67275038482365,0.0,11.958157323452028
2024-01-07 22:00:00,12.797370969334086,0.0,0.0,27.439646066069262,0.0,12.797370969334086
2024-01-07 23:00:00,20.599046837002657,,0.0,29.238629873810446,0.0,
2024-01-08 00:00:00,30.682439269056115,,0.0,28.968775229182413,0.0,
2024-01-08 01:00:00,33.105177254494485,,0.0,28.551820500580533,0.0,
2024-01-08 02:00:00,31.52155896040038,,0.0,29.575095763639194,0.0,
2024-01-08 03:00:00,33.793912256062015,,0.0,28.862969966099694,0.0,
2024-01-08 04:00:00,32.54828943454051,,0.0,29.96791856271302,0.0,
2024-01-08 05:00:00,39.64022486222785,,0.0,28.2921031133405,0.0,
2024-01-08 06:00:00,214.6008972613014,,56.19011332681333,28.19739323289056,0.0,
2024-01-08 07:00:00,319.42677650876095,,122.49118697657987,27.556988411532313,178.14855268765544,
2024-01-08 08:00:00,388.2988109810861,,164.06036058257024,25.629176013702477,337.9634809417253,
2024-01-08 09:00:00,312.3626156748466,,140.77722785721832,25.23879714089953,494.08029505059875,
2024-01-08 10:00:00,306.2954941444826,,142.5596216135286,24.63337419067507,657.8718624051394,
2024-01-08 11:00:00,297.79698972849854,,138.357276775274,23.689539592033135,524.5606030411788,
2024-01-08 12:00:00,308.18968516556566,,150.14118738474178,23.25610170639037,751.2320909236134,
2024-01-08 13:00:00,149.7981811868524,,61.59767557503604,22.061085151189683,654.7540448205781,
2024-01-08 14:00:00,137.61702889016755,,47.50234181649813,22.88365834983826,573.0788183024916,
2024-01-08 15:00:00,334.7753629672929,,148.9608630947088,22.482817750882905,399.81025405459883,
2024-01-08 16:00:00,354.7532110422826,,155.25782880981296,23.25027693837753,357.7267701348698,
2024-01-08 17:00:00,308.1317167047642,,118.32369264659539,24.091760928603815,127.7918115854833,
2024-01-08 18:00:00,319.7570815268596,,110.44847925843008,24.691044493740133,8.897056379068905e-14,
2024-01-08 19:00:00,368.70631522453453,,137.26154412472917,25.37513344486691,0.0,
2024-01-08 20:00:00,370.6736476810441,,141.5530676531607,26.427704388073256,0.0,
2024-01-08 21:00:00,248.55831835546152,,82.1937972551425,27.356712424784213,0.0,
2024-01-08 22:00:00,32.09614217548864,,0.0,28.60439082067296,0.0,
2024-01-08 23:00:00,36.60228097474136,,0.0,28.564488624402525,0.0,
2024-01-09 00:00:00,30.480709503061146,,0.0,30.13471685249121,0.0,
2024-01-09 01:00:00,30.983116530646207,,0.0,30.86842323902427,0.0,
2024-01-09 02:00:00,33.12247177215791,,0.0,30.27645563764272,0.0,
2024-01-09 03:00:00,32.63774912869109,,0.0,29.734756098197224,0.0,
2024-01-09 04:00:00,26.805346638721403,,0.0,30.2993534430614,0.0,
2024-01-09 05:00:00,42.08071471034969,,0.0,29.39351133436942,0.0,
2024-01-09 06:00:00,202.37266234115324,,53.6780029898997,28.167885736657293,0.0,
2024-01-09 07:00:00,291.5729182319854,,109.99995684380136,28.17778706507322,211.76159633496687,
2024-01-09 08:00:00,325.72893787877024,,129.9373631223643,27.7372159500391,327.4569733075038,
2024-01-09 09:00:00,288.94891088324505,,131.9503360816463,25.30091151152111,598.0684207158107,
2024-01-09 10:00:00,277.2683137532148,,127.59875727957186,25.782811940132717,691.4651503929238,
2024-01-09 11:00:00,214.21799422328445,,109.09703123693524,23.27824195049872,917.6295349746149,
2024-01-09 12:00:00,295.0024220805905,,142.89394319988463,23.790417214188185,705.0496383168157,
2024-01-09 13:00:00,184.90986664053835,,88.01267610086289,24.56116700663403,754.2505432429341,
2024-01-09 14:00:00,102.50071755614874,,49.70891937224981,23.357487418268043,801.3591185891516,
2024-01-09 15:00:00,278.35086726044915,,132.48938329024102,23.685878248423236,621.6922086270166,
2024-01-09 16:00:00,301.9536121088514,,128.29169418966887,24.37199362966572,367.8739122398953,
2024-01-09 17:00:00,310.2323742363745,,128.4229044030564,23.688538951341236,208.5257074167756,
2024-01-09 18:00:00,375.71172309906314,,141.65773945569143,25.307696842944356,9.660159580394255e-14,
2024-01-09 19:00:00,375.07487186243515,,141.9838058514213,26.147889320646307,0.0,
2024-01-09 20:00:00,391.59516589500663,,149.50941171215683,27.95280992914885,0.0,
2024-01-09 21:00:00,264.831359005504,,89.53682506218439,27.309645684884387,0.0,
2024-01-09 22:00:00,27.045136251587813,,0.0,28.580879784299416,0.0,
2024-01-09 23:00:00,34.66568546113948,,0.0,29.032345281265584,0.0,
2024-01-10 00:00:00,40.71516805256489,,0.0,29.04615348547007,0.0,
2024-01-10 01:00:00,34.768462649810786,,0.0,30.47671222961425,0.0,
2024-01-10 02:00:00,39.39933220210611,,0.0,30.045596225070632,0.0,
2024-01-10 03:00:00,32.28750970121262,,0.0,29.6352272678687,0.0,
2024-01-10 04:00:00,32.22535983148119,,0.0,29.304436436744492,0.0,
2024-01-10 05:00:00,36.04982575007883,,0.0,28.72553066975044,0.0,
2024-01-10 06:00:00,214.95148508212412,,53.07224709660387,28.045368885366376,0.0,
2024-01-10 07:00:00,431.220383849418,,173.3684098875227,26.805914459784415,182.8656319993427,
2024-01-10 08:00:00,369.1548808511859,,155.9243514306884,26.402905702787624,371.32912582782507,
2024-01-10 09:00:00,281.95296922016513,,126.11511085713202,25.446800470385327,551.3423006177657,
2024-01-10 10:00:00,281.6269786454509,,136.70908361899484,24.403372120868553,791.5034008582783,
2024-01-10 11:00:00,221.1915262973385,,108.19152005516491,24.134919868069797,745.6823389421855,
2024-01-10 12:00:00,276.3654137312741,,135.36797804316367,23.621126300883766,869.2456594757566,
2024-01-10 13:00:00,204.614879936006,,94.55692757678348,22.87320647491263,753.1105271256729,
2024-01-10 14:00:00,147.5835668900841,,69.0190441399886,22.960203398687096,726.9706803547092,
2024-01-10 15:00:00,276.05592132807953,,133.3627398130779,24.230841945508914,572.6457338203569,
2024-01-10 16:00:00,312.5218201119031,,139.5209121979456,24.561398190125757,443.47086148690966,
2024-01-10 17:00:00,345.70499689341284,,143.17171239014164,23.53035164485244,201.86429910943053,
2024-01-10 18:00:00,413.49966262574543,,161.72599821556597,24.325046690775945,8.585720400079894e-14,
2024-01-10 19:00:00,337.0306683695945,,121.72984643703315,25.096702177715404,0.0,
2024-01-10 20:00:00,428.526430591179,,170.84942615771132,27.060797444056345,0.0,
2024-01-10 21:00:00,248.43379910652277,,78.4317177171812,27.2388724821412,0.0,
2024-01-10 22:00:00,32.872114182126104,,0.0,28.402107595868372,0.0,
2024-01-10 23:00:00,30.944906844556762,,0.0,30.00562787486358,0.0,
2024-01-11 00:00:00,28.60719963893292,,0.0,28.01392047482713,0.0,
2024-01-11 01:00:00,31.37268402462363,,0.0,28.721928711627225,0.0,
2024-01-11 02:00:00,35.5661421133641,,0.0,28.748274333387023,0.0,
2024-01-11 03:00:00,38.064911105841674,,0.0,28.07469567490059,0.0,
2024-01-11 04:00:00,34.544866998523716,,0.0,28.548733737853293,0.0,
2024-01-11 05:00:00,34.033700710955074,,0.0,27.03808728833965,0.0,
2024-01-11 06:00:00,199.4022364000385,,47.68116872982911,27.408003851958917,0.0,
2024-01-11 07:00:00,93.81923641743285,,0.0,25.60020513399109,187.1339505021269,
2024-01-11 08:00:00,329.62633795463415,,124.07033242309898,24.74908009846878,424.82612265948245,
2024-01-11 09:00:00,334.858035873796,,140.65995183693923,23.537953389064608,474.16457128644527,
2024-01-11 10:00:00,249.05102380093018,,112.69267914194195,22.775934253328504,627.6750128831239,
2024-01-11 11:00:00,292.1012865762434,,136.91214051382224,22.299808063419643,756.2477932734183,
2024-01-11 12:00:00,305.98158735135786,,143.963580681267,20.741300766535986,692.5708121840764,
2024-01-11 13:00:00,208.9444598739874,,93.01095533932745,21.49065739613729,638.359421730301,
2024-01-11 14:00:00,146.78889441854147,,57.67527287314598,21.234076840116067,460.79073648835475,
2024-01-11 15:00:00,339.26460923934894,,154.1872054664776,22.002329116031007,532.9793129655295,
2024-01-11 16:00:00,284.8837440543219,,126.82348641843893,22.168465414669704,348.21523952336594,
2024-01-11 17:00:00,347.8852162239175,,140.32156845929595,22.159371509034266,162.55578026460947,
2024-01-11 18:00:00,307.788094207567,,104.90543557477517,23.008788579023875,8.751970535872452e-14,
2024-01-11 19:00:00,348.5494940713115,,133.46116255549032,23.964888281617554,0.0,
2024-01-11 20:00:00,362.2617832540873,,140.2211423125295,25.73104223597475,0.0,
2024-01-11 21:00:00,255.62255907575306,,84.86558359506888,25.48277827636743,0.0,
2024-01-11 22:00:00,33.519269368279026,,0.0,26.3781836262615,0.0,
2024-01-11 23:00:00,27.978078819373152,,0.0,26.898645617081165,0.0,
2024-01-12 00:00:00,34.39913678512548,,0.0,26.827177227694623,0.0,
2024-01-12 01:00:00,36.216875292131974,,0.0,28.071350257991664,0.0,
2024-01-12 02:00:00,37.343293497166236,,0.0,28.138559719703782,0.0,
2024-01-12 03:00:00,32.80885694032787,,0.0,28.55922937259659,0.0,
2024-01-12 04:00:00,38.524264087915874,,0.0,28.088901471276177,0.0,
2024-01-12 05:00:00,33.943604272030875,,0.0,28.210540145585995,0.0,
2024-01-12 06:00:00,199.81521723986418,,45.49998327426546,26.25017167039663,0.0,
2024-01-12 07:00:00,335.3250848324508,,129.73276020284095,25.312709930127898,191.28226824351523,
2024-01-12 08:00:00,320.8709293357305,,131.61473323842398,23.886994881600497,368.17038688977755,
2024-01-12 09:00:00,295.3254145306904,,129.20748619962131,23.979530480046517,513.7716373267865,
2024-01-12 10:00:00,312.4336827189823,,144.78757892963392,22.846375174890348,633.1907821551645,
2024-01-12 11:00:00,284.13283240523646,,132.07282963292215,22.387867472519606,692.7586216656396,
2024-01-12 12:00:00,295.9794717698779,,136.34091396808077,20.936457031302442,623.8986242131048,
2024-01-12 13:00:00,162.95455597895597,,77.03408124592254,21.33216975666879,670.5787352728713,
2024-01-12 14:00:00,132.3491291672344,,59.750051985936466,21.13970786314415,695.4187770206162,
2024-01-12 15:00:00,331.4948965574924,,150.37966151524984,21.22588518210228,445.12060855331316,
2024-01-12 16:00:00,298.8946235047938,,130.83738645007418,21.16438618682638,359.54139462238027,
2024-01-12 17:00:00,406.50911878184667,,173.48295464823033,22.65689664429096,173.71616206643876,
2024-01-12 18:00:00,334.4650746490445,,124.65254973060397,23.812261843656184,9.086287019739649e-14,
2024-01-12 19:00:00,378.4849077347955,,148.5971583373835,23.076069383159545,0.0,
